TituloObra;Artista;AñoNacimiento;AñoMuerte;Movimiento;Museo
Plate (volume I, folio 37) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Two plates (volume I, folio 38 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Two plates (volume I, folio 39) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 40 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 41) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 42 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 43) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 44 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 45) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 47) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 48 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 49) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 51) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Two plates (volume I, folio 52 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Two plates (volume I, folio 53) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 54 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 55) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 56 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 57) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 59) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 60 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 61) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 62 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 63) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 65) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 66 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 67) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 68 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 69) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 70 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 71) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume I, folio 73) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 1 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 2) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Two plates (volume II, folio 3 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Two plates (volume II, folio 4) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 6) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 7 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 8) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 10) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 11 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 12) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 14) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 15 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 16) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 17 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 18) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 19 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 20) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 21 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 22) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 24) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 25 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 26) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 27 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 28) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 29 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 30) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 31 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 32) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 33 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 34) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 36) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 37 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 38) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 39 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 40) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 41 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 42) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 44) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 45 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 46) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 47 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 48) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 49 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 50) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 52) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Two plates (volume II, folio 53 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Two plates (volume II, folio 54) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Two plates (volume II, folio 55 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Two plates (volume II, folio 56) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 57 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 58) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 59 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 60) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 61 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 62) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 63 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 64) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 65 verso) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate (volume II, folio 66) from FORMULATION: ARTICULATION;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
INTROITUS (frontispiece) from HOLY BIBLE: The Washburn College Bible, Volume I, Genesis to Nehemiah;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
The Washburn College Bible;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
SECLUSION (frontispiece) from HOLY BIBLE: The Washburn College Bible, Volume II, Esther to Malachi;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
ASCENSION (frontispiece) from HOLY BIBLE: The Washburn College Bible, Volume III, Matthew to Revelation;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plate 1 from FUTURISTI, ASTRATTISTI, DADAISTI, PRECURSORI DELL' AVANGUARDIA, Volume 1/FUTURISTS, ABSTRACTIONISTS, DADAISTS, THE FORERUNNERS OF THE;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
MM 3;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Marli Heimann, All During an Hour;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Paul Klee, Dessau;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Gamma;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
WLS I from White Line Squares (Series I);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
White Line Squares (Series I and II);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
WLS X from White Line Squares (Series II);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
WLS XI from White Line Squares (Series II);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
WLS XII from White Line Squares (Series II);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
WLS XIII from White Line Squares (Series II);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
WLS XIV from White Line Squares (Series II);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
White Line Square XV from White Line Squares, Series II WLS XV from White Line Squares (Series II);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
WLS XVI from White Line Squares (Series II);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
WLS II from White Line Squares (Series I);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
White Line Square III from the portfolio White Line Squares, Series I WLS III from White Line Squares (Series I);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
WLS IV from White Line Squares (Series I);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
WLS V from White Line Squares (Series I);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
WLS VI from White Line Squares (Series I);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
WLS VII from White Line Squares (Series I);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
WLS VIII from White Line Squares (Series I);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
WLS IX from White Line Square (Series II);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Duo K;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Encircled;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Variants;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Adapted;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Diptic;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Multiplex A;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Shrine from the series Graphic Tectonic;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Graphic Tectonic;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
To Monte Alban from the series Graphic Tectonic;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Interim from the series Graphic Tectonic;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Ascension from the series Graphic Tectonic;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Seclusion from the series Graphic Tectonic;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Prefatio (Preface) from the series Graphic Tectonic;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Sanctuary from the series Graphic Tectonic;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Introitus (Dedication) from the series Graphic Tectonic;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
WEG I from White Embossings on Gray (WEG);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
White Embossings on Gray (WEG);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
WEG X from White Embossings on Gray (WEG);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
WEG II from White Embossings on Gray (WEG);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
WEG III from White Embossings on Gray (WEG);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
WEG IV from White Embossings on Gray (WEG);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
WEG V from White Embossings on Gray (WEG);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
WEG VI from White Embossings on Gray (WEG);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
WEG VII from White Embossings on Gray (WEG);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
WEG VIII from White Embossings on Gray (WEG);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
WEG IX from White Embossings on Gray (WEG);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
P. Blue;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
P. Green;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
P. Black;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
P. Yellow;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Self Portrait (right profile);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Self-Portrait;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Mitered Squares;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Gray Instrumentation I;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Gray Instrumentation II;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Duo B;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Duo B;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Solo I;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Homage to the Square: Ten Works by Josef Albers;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Interlinear N 65;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Interlinear K 50;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Interlinear N 32 bl;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Interlinear N 32 gr;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
ELC 1-A from Embossed Linear Constructions (ELC);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Embossed Linear Constructions (ELC);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
ELC 1-B from Embossed Linear Constructions (ELC);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
ELC 1-C from Embossed Linear Constructions (ELC);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
ELC 1-D from Embossed Linear Constructions (ELC);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
ELC 2-A from Embossed Linear Constructions (ELC);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
ELC 2-B from Embossed Linear Constructions (ELC);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
ELC 2-C from Embossed Linear Constructions (ELC);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
ELC 2-D from Embossed Linear Constructions (ELC);Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Tlaloc;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Day + Night I from Day and Night: Homage to the Square;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Day and Night: Homage to the Square;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Day + Night X from Day and Night: Homage to the Square;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Title and colophon page from Day and Night: Homage to the Square;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Day + Night II from Day and Night: Homage to the Square;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Day + Night III from Day and Night: Homage to the Square;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Day + Night IV from Day and Night: Homage to the Square;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Day + Night V from Day and Night: Homage to the Square;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Day + Night VI from Day and Night: Homage to the Square;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Day + Night VII from Day and Night: Homage to the Square;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Day + Night VIII from Day and Night: Homage to the Square;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Day + Night IX from Day and Night: Homage to the Square;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Midnight + Noon I from Midnight and Noon;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Midnight and Noon;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Midnight + Noon II from Midnight and Noon;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Midnight + Noon III from Midnight and Noon;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Midnight + Noon IV from Midnight and Noon;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Midnight + Noon V from Midnight and Noon;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Midnight + Noon VI from Midnight and Noon;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Midnight + Noon VII from Midnight and Noon;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Midnight + Noon VIII from Midnight and Noon;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Variant MM;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
I-S LXXIIb Homage to the Square and I-S LXXIIa Homage to the Square;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Study for Homage to the Square: Night Shades;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Study for Homage to the Square: Early Rising A;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Homage to the Square: Silent Hall;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Homage to the Square: White Monument;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Homage to the Square: Two Whites Between Two Yellows;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Homage to the Square: Broad Call;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
"Structural Constellation ""To Ferdinand Hodler""";Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Plastic Study in Sheet Metal;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Tea Glass with Saucer and Stirrer;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Wide Light from Homage to the Square: Ten Works by Josef Albers;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Thaw from Homage to the Square: Ten Works by Josef Albers;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Tenuous from Homage to the Square: Ten Works by Josef Albers;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Equivocal from Homage to the Square: Ten Works by Josef Albers;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Patina from Homage to the Square: Ten Works by Josef Albers;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Full from Homage to the Square: Ten Works by Josef Albers;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Shielded from Homage to the Square: Ten Works by Josef Albers;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Aura from Homage to the Square: Ten Works by Josef Albers;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Reserved from Homage to the Square: Ten Works by Josef Albers;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Joy from Homage to the Square: Ten Works by Josef Albers;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
i;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Placards/Posters/Plakate;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Velocidad;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
Grey Instrumentation IIa from Gray Instrumentation II;Josef Albers;1888;1976;Expresionismo Abstracto;MOMA
